Director,Actor1,Actor2,Actor3,Rating,DirectorLikes,Actor1Likes,Actor2Likes,Actor3Likes
James Ivory,Anthony Hopkins,Peter Vaughan,Ben Chaplin,7.9,133,12000,310,258
Robert Harmon,Kieran Culkin,Rosanna Arquette,Joss Ackland,5.5,11,1000,605,232
Michael Mayer,Alison Lohman,Danny Pino,Tim McGraw,6.2,15,1000,786,461
Martin Weisz,Jeff Kober,Daniella Alonso,Jacob Vargas,5.1,7,919,557,399
John Ottman,Loretta Devine,Joey Lawrence,Jacinda Barrett,4.1,83,912,786,579
Jay Russell,William Hurt,Sissy Spacek,Jonathan Jackson,6.7,13,882,874,613
John Bonito,Kelly Carlson,Firass Dirani,Drew Powell,4.7,8,472,239,129
Peter Atencio,Nia Long,Will Forte,Keegan-Michael Key,6.4,10,826,622,415
Shana Feste,Leighton Meester,Cinda McCain,Tim McGraw,6.3,19,3000,646,461
David Nutter,Bruce Greenwood,Ethan Embry,Katharine Isabelle,5.5,119,989,982,918
Derek Cianfrance,Ryan Gosling,Ben Mendelsohn,Angelo Anthony Pizza,7.3,310,33000,748,619
Roger Donaldson,Luke Bracey,Akie Kotabe,Will Patton,6.3,79,775,614,537
Stephan Elliott,Jason Priestley,Patrick Bergin,Geneviève Bujold,4.9,11,471,308,159
Mark L. Lester,Heather Locklear,George C. Scott,David Keith,6.0,73,695,654,563
Andrew Dominik,Brad Pitt,Sam Shepard,Ben Mendelsohn,6.2,181,11000,820,748
Anton Corbijn,Philip Seymour Hoffman,Nina Hoss,Homayoun Ershadi,6.8,210,22000,164,123
Tom Green,Rip Torn,Harland Williams,Eddie Kaye Thomas,4.5,374,826,503,484
Mike Nawrocki,Yuri Lowenthal,Cam Clarke,Phil Vischer,5.7,12,354,173,23
Douglas Aarniokoski,Christopher Lambert,Adrian Paul,Adam Copeland,4.6,36,1000,786,377
Bryan Barber,Cicely Tyson,Faizon Love,Bobb'e J. Thompson,6.2,16,907,585,526
Lone Scherfig,Anne Hathaway,Jim Sturgess,Rafe Spall,7.0,92,11000,5000,358
Brian Koppelman,Vin Diesel,Tom Noonan,Kevin Gage,6.1,34,14000,442,366
James Foley,Louis Lombardi,Brian Van Holt,Leland Orser,6.7,164,436,324,308
Albert Brooks,Jeff Bridges,Bradley Whitford,Albert Brooks,5.6,745,12000,821,745
Irwin Winkler,Kevin McNally,Keith Allen,Sandra Nelson,6.6,34,427,66,65
Woody Allen,Woody Allen,Larry David,Mia Farrow,6.4,11000,11000,860,563
Steve Gomer,Trevor Morgan,Kyla Pratt,Shirley Douglas,2.8,9,595,417,47
RZA,Rick Yune,RZA,Daniel Wu,5.4,561,746,561,353
Dean Parisot,Catherine O'Hara,Jake Busey,Shelley Duvall,5.0,23,925,660,629
Mark Piznarski,Bruce Greenwood,Chris Klein,Elaine Hendrix,5.1,4,989,841,670
Sean McNamara,Oliver James,Rebecca De Mornay,Jason Ritter,5.9,80,1000,872,782
Craig Brewer,Justin Timberlake,Michael Raymond-James,S. Epatha Merkerson,7.0,153,3000,788,539
Ron Shelton,Khandi Alexander,Dash Mihok,Michael Michele,6.6,41,556,463,274
Michael Winterbottom,Angelina Jolie Pitt,Archie Panjabi,Dan Futterman,6.7,187,11000,883,254
David Raynr,James Franco,Jodi Lyn O'Keefe,Marla Sokoloff,5.5,9,11000,897,612
Mort Nathan,Vivica A. Fox,Lin Shaye,Bob Gunton,4.9,2,890,852,461
Oliver Parker,Colin Firth,Tom Wilkinson,Rupert Everett,6.9,32,14000,1000,692
Dan Curtis,Jennifer Jason Leigh,Campbell Scott,Estelle Parsons,7.4,45,1000,393,224
Wil Shriner,Logan Lerman,Neil Flynn,Tim Blake Nelson,5.6,6,8000,625,596
Martin McDonagh,Elizabeth Berrington,Anna Madeley,Eric Godon,8.0,454,65,49,39
Tina Gordon Chism,Tyler James Williams,S. Epatha Merkerson,Diahann Carroll,5.3,24,931,539,426
Peter Cattaneo,Emma Stone,Bradley Cooper,Josh Gad,6.2,11,15000,14000,1000
Vicky Jenson,J.K. Simmons,Zach Gilford,Bobby Coleman,5.3,96,24000,971,360
Gus Van Sant,Matt Damon,Hal Holbrook,Terry Kinney,6.6,835,13000,826,363
Woody Allen,Larry David,Michael McKean,Conleth Hill,7.2,11000,860,658,386
Mary Lambert,Matthew Settle,Susan Ward,A.J. Buckley,4.6,52,477,397,275
Shane Black,Robert Downey Jr.,Corbin Bernsen,Larry Miller,7.6,1000,21000,1000,611
Rodman Flender,Vivica A. Fox,Fred Willard,Elden Henson,6.2,6,890,729,577
Katja von Garnier,Olivier Martinez,Agnes Bruckner,Chris Geere,5.5,18,837,400,220
Woody Allen,Anthony Hopkins,Naomi Watts,Ewen Bremner,6.3,11000,12000,6000,557
Mark Romanek,Andrew Garfield,Charlie Rowe,Charlotte Rampling,7.2,132,10000,882,844
Brad Anderson,Thomas Kretschmann,Eduardo Noriega,Mac McDonald,6.7,122,918,278,25
Michael Chapman,Curtis Armstrong,Pamela Reed,Mike Muscat,5.3,70,876,324,90
Khalil Sullins,Thomas Stroppel,Kalim Chandler,Amber Marie Bollinger,5.6,5,192,134,46
Atom Egoyan,Bob Hoskins,Elaine Cassidy,Gerard McSorley,7.0,460,5000,203,71
Fritz Lang,Brigitte Helm,Gustav Fröhlich,Rudolf Klein-Rogge,8.3,756,136,23,18
Pierre Morel,David Belle,Cyril Raffaelli,Dany Verissimo-Petit,7.2,180,510,297,58
Gary Fleder,Steve Buscemi,Bill Cobbs,Treat Williams,6.8,39,12000,970,642
Hsiao-Hsien Hou,Qi Shu,Chen Chang,Satoshi Tsumabuki,6.4,141,1000,103,56
Gregor Jordan,Dean Stockwell,Scott Glenn,Leon,6.9,34,936,826,730
Andrey Zvyagintsev,Konstantin Lavronenko,Vladimir Garin,Nataliya Vdovina,8.0,445,20,13,9
Neil Marshall,Michael Fassbender,JJ Feild,Dave Legeno,6.4,197,13000,794,570
Russell Mulcahy,Christopher Heyerdahl,Gina Bellman,Conrad Dunn,5.6,85,825,476,40
Ryûhei Kitamura,Bradley Cooper,Brooke Shields,Leslie Bibb,6.1,129,14000,1000,1000
Darrell Roodt,Jennifer Hudson,Wendy Crewson,Aubrey Poo,6.0,36,549,248,2
Dito Montiel,Channing Tatum,Al Pacino,Tracy Morgan,5.1,68,17000,14000,642
Stefan Ruzowitzky,Eddie Izzard,Udo Kier,Edward Fox,4.5,24,776,595,125
Jake Paltrow,Stephen Graham,Gael Le Cornec,Keith Allen,5.9,17,1000,165,66
Juraj Jakubisko,Anna Friel,Hans Matheson,Franco Nero,6.0,15,735,627,576
Gabe Ibáñez,Birgitte Hjort Sørensen,Robert Forster,Melanie Griffith,6.1,19,1000,889,537
Gerry Lively,Bruce Payne,Lucy Gaskell,Steven Elder,4.9,93,179,55,51
Daniele Luchetti,Maximilian Dirr,Rodrigo De la Serna,Ferdinando Vetere,5.7,6,61,57,50
Tung-Shing Yee,Bingbing Fan,Daniel Wu,Yasuaki Kurata,7.1,3,556,353,19
Julien Temple,Samantha Morton,Dexter Fletcher,Linus Roache,6.6,67,631,452,303
Harold Ramis,Bill Murray,Chris Elliott,Willie Garson,8.1,11000,13000,571,512
Gregory Jacobs,Matt Bomer,Channing Tatum,Kevin Nash,5.7,13,20000,17000,642
Baz Luhrmann,Leonardo DiCaprio,Harold Perrineau,Brian Dennehy,6.8,1000,29000,1000,954
Gilles Paquet-Brenner,Kristin Scott Thomas,Aidan Quinn,Arben Bajraktaraj,7.5,15,1000,767,121
Peter Cousens,Sharon Leal,David Rasche,Bart Shatto,6.2,5,467,220,124
Clint Eastwood,Clint Eastwood,Morgan Freeman,Frances Fisher,8.3,16000,16000,11000,638
Lars von Trier,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr,7.4,3000,3000,769,236
Adrian Lyne,Fred Gwynne,Lois Smith,Anne Archer,6.9,213,886,276,249
John Cornell,Paul Hogan,Linda Kozlowski,John Meillon,5.5,5,442,162,57
Vidhu Vinod Chopra,María Valverde,Chris Marquette,Chad Bishop,5.7,34,892,355,277
Jon Turteltaub,Doug E. Doug,Leon,Malik Yoba,6.9,226,953,730,496
Patrick Lussier,Jensen Ackles,Jaime King,Edi Gathegi,5.5,71,10000,960,725
Sylvain White,Chris Brown,Laz Alonso,Harry Lennix,5.2,41,997,826,748
Lewis Gilbert,Caroline Munro,Desmond Llewelyn,Barbara Bach,7.1,43,456,244,238
Jamie Blanks,Alicia Witt,Loretta Devine,Julian Richings,5.5,9,975,912,648
Randal Kleiser,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan,6.7,116,327,172,25
Bruce McCulloch,Will Ferrell,Elaine Hendrix,Molly Shannon,5.0,54,8000,670,636
Phyllida Lloyd,Meryl Streep,Jim Broadbent,Olivia Colman,6.4,58,11000,1000,583
Mike Nawrocki,Phil Vischer,Mike Nawrocki,Shelby Vischer,6.6,12,23,12,8
John Singleton,Janet Jackson,Khandi Alexander,Maya Angelou,5.9,309,592,556,279
Kevin Bray,Mike Epps,Roger Guenveur Smith,Gino Salvano,5.7,10,706,266,111
John Boorman,Linda Blair,Richard Burton,Ned Beatty,3.7,128,931,726,467
Courtney Solomon,Sissy Spacek,James D'Arcy,Vernon Dobtcheff,5.0,31,874,613,50
David Zucker,Carmen Electra,Tyler Labine,Molly Shannon,4.6,119,869,779,636
David Twohy,Chris Hemsworth,Milla Jovovich,Marley Shelton,6.5,123,26000,14000,690
Rick Famuyiwa,America Ferrera,Lance Gross,Lupe Ontiveros,4.9,44,953,849,625
Franco Zeffirelli,Lily Tomlin,Joan Plowright,Paolo Seganti,6.9,160,718,330,55
Tom Holland,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer,5.7,85,1000,855,514
Martin Scorsese,Robert De Niro,Liza Minnelli,Mary Kay Place,6.7,17000,22000,740,213
James Isaac,Peter Mensah,Kane Hodder,Lexa Doig,4.4,52,1000,935,489
Mark Waters,Monica Potter,Ivana Milicevic,China Chow,5.4,70,878,834,169
Josh Schwartz,Thomas McDonell,Jackson Nicoll,Osric Chau,5.4,90,962,925,635
Julian Schnabel,Emmanuelle Seigner,Mathieu Amalric,Isaach De Bankolé,8.0,232,413,412,177
Todd Field,Kate Winslet,Noah Emmerich,Jane Adams,7.6,143,14000,617,280
Davis Guggenheim,Norman Reedus,Sharon Lawrence,Noam Jenkins,5.9,49,12000,215,191
Tony Goldwyn,Viggo Mortensen,Julie Kavner,Tovah Feldshuh,6.6,956,10000,233,113
Phillip Noyce,Derek Luke,Terry Pheto,Bonnie Henna,6.7,176,543,113,15
Stephen Carpenter,Melissa Sagemiller,Angela Featherstone,Candace Kroslak,3.9,12,159,102,102
James Ivory,Seth Gilliam,Todd Boyce,Nigel Whitmey,5.7,133,423,15,5
Stephan Elliott,Colin Firth,Kristin Scott Thomas,Kris Marshall,6.7,11,14000,1000,548
James Fargo,Christopher Lee,Joseph Cotten,Behrouz Vossoughi,6.5,109,16000,469,324
Mike Leigh,Lesley Manville,Ruth Sheen,Karl Johnson,6.8,608,149,44,43
Alain Resnais,Mathieu Amalric,Sara Forestier,Edouard Baer,6.3,752,412,74,59
Costa-Gavras,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe,7.3,333,380,326,284
Chao-Bin Su,Woo-sung Jung,Shawn Yue,Kelly Lin,6.9,2,149,32,21
Neil Burger,John Heard,Katherine LaNasa,Mark L. Young,7.0,168,697,329,322
Kenneth Lonergan,Matt Damon,Kieran Culkin,John Gallagher Jr.,6.5,50,13000,1000,338
Bo Zenga,Steve Howey,Kenan Thompson,Diora Baird,3.6,10,826,521,378
Amy Heckerling,Donald Faison,Dan Hedaya,Elisa Donovan,6.8,143,927,281,201
Todd Haynes,Dennis Quaid,Celia Weston,Michael Gaston,7.4,162,2000,258,135
Steve Pink,Adam Scott,Gillian Jacobs,Collette Wolfe,5.1,38,3000,837,390
Philip Kaufman,Kate Winslet,Stephen Marcus,Amelia Warner,7.4,133,14000,230,170
Martin McDonagh,Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg,7.2,454,2000,906,816
Kasi Lemmons,Colm Feore,Tamara Tunie,Aunjanue Ellis,6.0,148,539,508,400
Oliver Hirschbiegel,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara,8.3,101,918,653,471
Alejandro Amenábar,Belén Rueda,Lola Dueñas,Tamar Novas,8.1,448,273,114,93
Jonathan Glazer,Scarlett Johansson,Paul Brannigan,Alison Chand,6.3,143,19000,50,21
Barry Levinson,Robin Williams,J.T. Walsh,Bruno Kirby,7.3,272,49000,263,227
Hyung-rae Shim,Jason Mewes,Stephanie Danielson,Michael Rispoli,3.6,26,898,391,385
Jon M. Chu,Usher Raymond,Sean Kingston,Boys II Men,1.6,209,569,69,41
Thomas Carter,Sean Patrick Thomas,Terry Kinney,Fredro Starr,6.1,49,656,363,237
Renny Harlin,Tuesday Knight,Rodney Eastman,Brooke Bundy,5.7,212,130,125,54
Patricia Riggen,Jennifer Garner,Brighton Sharbino,Martin Henderson,6.8,36,3000,3000,579
Danny Leiner,Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff,5.5,8,3000,934,612
Christopher Cain,Jack Palance,Patrick Wayne,Brian Keith,6.8,58,549,439,316
Theodore Melfi,Bill Murray,Naomi Watts,Reg E. Cathey,7.3,51,13000,6000,360
Steve Pink,Joe Lo Truglio,Regina Hall,Bryan Callen,6.1,38,833,807,460
Gil Junger,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan,7.2,19,23000,13000,835
Ed Decter,Zooey Deschanel,Eddie Griffin,Gene Simmons,5.9,13,11000,489,301
Jaume Collet-Serra,Óscar Jaenada,Brett Cullen,Sedona Legge,6.8,174,619,350,2
Eric Bress,Logan Lerman,Eric Stoltz,Cameron Bright,7.7,19,8000,902,829
Chris Koch,Chris Elliott,Mark Webber,Jean Smart,4.9,13,571,442,329
Preston A. Whitmore II,Mekhi Phifer,Chris Brown,Loretta Devine,6.1,17,1000,997,912
Bob Clark,Kathleen Turner,Dom DeLuise,Ruby Dee,2.5,84,899,842,782
Kirk Wong,Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.,6.1,6,904,471,459
Bronwen Hughes,Gregory Smith,Eartha Kitt,Charlotte Sullivan,5.9,15,694,558,388
John Lafia,Jenny Agutter,Beth Grant,Greg Germann,5.7,5,659,628,435
Sam Miller,Leslie Bibb,Kate del Castillo,Henry Simmons,5.6,12,1000,345,334
Alex Garland,Elina Alminas,Sonoya Mizuno,Corey Johnson,7.7,232,149,145,123
Mark Brown,Mo'Nique,Vivica A. Fox,Tamala Jones,6.1,7,939,890,405
Dave Green,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,5.8,13,803,587,140
John Stockwell,Kirsten Dunst,Jay Hernandez,Rolando Molina,6.5,134,4000,1000,525
Clint Eastwood,Yuki Matsuzaki,Kazunari Ninomiya,Shidô Nakamura,7.9,16000,378,85,78
Michael Polish,J.K. Simmons,Virginia Madsen,Bruce Dern,6.3,35,24000,912,844
Daisy von Scherler Mayer,LL Cool J,Jada Pinkett Smith,Dave Chappelle,3.8,18,1000,851,744
Lenny Abrahamson,Joan Allen,Jacob Tremblay,Cas Anvar,8.3,412,805,681,491
Bob Saget,Don Rickles,Jack Warden,Traylor Howard,6.4,799,721,359,294
Andrew Fleming,Ryan Reynolds,Will Ferrell,Kirsten Dunst,6.1,26,16000,8000,4000
Niels Arden Oplev,Michael Nyqvist,David Dencik,Lena Endre,8.1,76,690,94,75
Craig Bolotin,Rosario Dawson,Vanessa Williams,Robert Ri'chard,6.0,7,3000,1000,730
Mark Christopher,Salma Hayek,Ellen Albertini Dow,Sela Ward,5.8,15,4000,957,812
Blair Hayes,Jake Gyllenhaal,Geoffrey Arend,Marley Shelton,5.6,2,15000,816,690
Jez Butterworth,Mark Gatiss,Mathieu Kassovitz,Ben Chaplin,6.1,16,567,326,258
Jon Lucas,Justin Chon,Josie Loren,Sarah Wright,5.9,24,552,528,499
Olivier Assayas,Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno,7.3,107,12000,530,280
Rod Lurie,Harry Lennix,Kathryn Morris,Peter Coyote,6.8,37,748,573,548
Paul Weitz,Tina Fey,Sarita Choudhury,Christopher Evan Welch,5.7,80,2000,257,252
Patrice Leconte,Emir Kusturica,Daniel Auteuil,Yves Jacques,7.3,83,2000,370,8
Atom Egoyan,Liam Neeson,Meghan Heffern,Natalie Lisinska,6.3,460,14000,153,73
Paul Mazursky,Chazz Palminteri,Ryan O'Neal,Paul Mazursky,5.9,150,979,385,150
Jim Sheridan,Natalie Portman,Jake Gyllenhaal,Ethan Suplee,7.1,260,20000,15000,1000
Stephen Chbosky,Logan Lerman,Ezra Miller,Kate Walsh,8.0,139,8000,3000,850
Jon Hess,Burt Young,Ian Gomez,Thomas Ian Griffith,5.1,29,683,155,147
Douglas McGrath,Toby Jones,Isabella Rossellini,Hope Davis,7.1,41,2000,812,442
Michael Winterbottom,Milla Jovovich,Sarah Polley,Shirley Henderson,6.5,187,14000,900,887
Mark Neveldine,Djimon Hounsou,Alison Lohman,Dougray Scott,4.5,83,3000,1000,794
Joe Cornish,John Boyega,Luke Treadaway,Jodie Whittaker,6.6,115,1000,305,304
Angelina Jolie Pitt,Jelena Jovanova,Nikola Djuricko,Branko Djuric,4.3,11000,306,164,116
Brad Anderson,Michael Imperioli,Tara Platt,Roma Maffia,6.7,122,873,461,383
John H. Lee,Liam Neeson,Dean Dawson,Jung-jae Lee,6.8,32,14000,81,29
Glenn Ficarra,Dameon Clarke,Louis Herthum,Annie Golden,6.6,43,170,157,113
Jean-Jacques Annaud,Rae Dawn Chong,Everett McGill,Gary Schwartz,7.4,218,581,201,91
Denzel Washington,Denzel Washington,Kevin Connolly,Derek Luke,7.3,18000,18000,638,543
Michael Hoffman,Gabriel Millman,Embeth Davidtz,Rob Morrow,6.9,97,13000,795,355
Tony Scott,Brad Pitt,Gary Oldman,Michael Rapaport,8.0,12000,11000,10000,975
Benedek Fliegauf,Eva Green,Matt Smith,Hannah Murray,6.4,28,6000,2000,1000
James Foley,Kevin Spacey,Al Pacino,Jude Ciccolella,7.8,164,18000,14000,99
Michael Winterbottom,Liam Aiken,Ned Beatty,Jay R. Ferguson,6.1,187,818,467,204
Paul Schrader,Ed Begley Jr.,Ruby Dee,John Heard,6.1,261,783,782,697
Stewart Hendler,Julian Morris,Margo Harshman,Rumer Willis,5.1,10,1000,668,472
John Cromwell,David Niven,Mary Astor,Ronald Colman,7.8,19,490,185,135
Craig Gillespie,Ryan Gosling,Kelli Garner,Paul Schneider,7.4,44,33000,730,552
Mark Herman,Richard Johnson,Sheila Hancock,Cara Horgan,7.8,39,77,32,18
Lars von Trier,Catherine Deneuve,Udo Kier,Björk,8.0,3000,963,595,322
Gillian Armstrong,Tom Wilkinson,Richard Roxburgh,Clive Russell,6.7,44,1000,653,241
Abel Ferrara,Isabella Rossellini,Vincent Gallo,Gretchen Mol,6.6,220,812,787,599
Brian Koppelman,Jenna Fischer,David Costabile,Richard Schiff,6.4,34,966,681,506
Ethan Maniquis,Robert De Niro,Don Johnson,Cheech Marin,6.7,20,22000,982,844
George Hickenlooper,Kevin Spacey,Eric Schweig,Christian Campbell,6.2,60,18000,322,168
Don Bluth,Judith Barsi,Gabriel Damon,Bill Erwin,7.3,383,912,320,191
Je-kyu Kang,Min-sik Choi,Bin Won,Dong-gun Jang,8.1,16,717,517,489
William Dear,Clifton Collins Jr.,Cheech Marin,Bruce McGill,7.0,50,968,844,655
William Friedkin,Ellen Burstyn,Linda Blair,Lee J. Cobb,8.0,607,1000,931,259
Steven Spielberg,Roy Scheider,Robert Shaw,Murray Hamilton,8.0,14000,813,559,366
Paul Weitz,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,7.0,80,3000,1000,1000
Stéphane Aubier,Mackenzie Foy,Megan Mullally,Lambert Wilson,7.9,2,6000,637,186
Michael Ritchie,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis,5.9,23,400,255,148
Tim Story,Chris Brown,Romany Malco,Regina Hall,6.6,167,997,966,807
Tim Story,Sean Patrick Thomas,Jason George,Cedric the Entertainer,6.3,167,656,528,436
Nicholas Meyer,Leonard Nimoy,Kirstie Alley,Nichelle Nichols,7.7,120,12000,980,664
Tom Shadyac,Sean Young,Udo Kier,David Margulies,6.9,293,759,595,567
John Badham,Matthew Broderick,Barry Corbin,Ally Sheedy,7.1,139,2000,883,793
Peter Weir,Harrison Ford,Viggo Mortensen,Lukas Haas,7.4,608,11000,10000,733
Mike McCoy,Alex Veadov,Jason Cottle,Rorke Denver,6.5,16,93,17,11
Anne Fletcher,Channing Tatum,Alyson Stoner,Josh Henderson,6.5,98,17000,2000,920
Mike Judge,Bruce Willis,Demi Moore,John Doman,6.8,406,13000,2000,616
Quentin Tarantino,Robert De Niro,Sid Haig,Robert Forster,7.5,16000,22000,1000,889
Jon Hurwitz,Danneel Ackles,Eric Winter,Beverly D'Angelo,6.6,22,1000,954,816
Josh Trank,Michael Kelly,Alex Russell,Ashley Hinshaw,7.1,128,963,465,371
Tamra Davis,Britney Spears,Katherine Boecher,Dave Allen,3.3,33,1000,188,135
Nima Nourizadeh,Dax Flame,Kirby Bliss Blanton,Oliver Cooper,6.7,166,971,329,281
Franklin J. Schaffner,George C. Scott,Karl Malden,Bill Hickman,8.0,76,654,416,78
Mark Romanek,Robin Williams,Gary Cole,Connie Nielsen,6.8,132,49000,989,933
John Erick Dowdle,Andrew Fiscella,Jay Hernandez,Dania Ramirez,6.0,66,137000,1000,1000
Christopher Erskin,Vanessa Williams,Shannon Elizabeth,Shad Moss,4.3,4,1000,1000,826
Jesse Dylan,Hector Elizondo,Fred Willard,T.J. Thyne,6.2,58,995,729,722
Brian Henson,Steven Mackintosh,Jerry Nelson,Steve Whitmire,7.7,53,227,94,84
Julie Taymor,Salma Hayek,Roger Rees,Valeria Golino,7.4,278,4000,1000,898
Dan Cutforth,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell,5.9,4,28,9,8
Josh Boone,Shailene Woodley,Sam Trammell,Nat Wolff,7.8,131,8000,1000,733
John Dahl,Matt Damon,Martin Landau,Gretchen Mol,7.4,131,13000,940,599
John Frankenheimer,Talia Shire,Richard Dysart,Robert Foxworth,5.4,287,452,122,79
David Koepp,Illeana Douglas,Kathryn Erbe,Lusia Strus,7.0,192,347,301,282
Stephen Frears,Steve Coogan,Mare Winningham,Peter Hermann,7.6,350,1000,482,322
Mike Binder,Alicia Witt,Erika Christensen,Joan Allen,6.9,57,975,931,805
Franklin J. Schaffner,Laurence Olivier,Anne Meara,Steve Guttenberg,7.0,76,1000,837,801
Elizabeth Allen Rosenbaum,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman,5.3,20,836,826,717
Jake Schreier,Nat Wolff,Cara Delevingne,Meg Crosbie,6.4,14,733,558,376
Cheryl Dunye,Michael Imperioli,Marsha Thomason,Bai Ling,4.5,17,873,691,581
Alexander Payne,Devin Ratray,Bruce Dern,Will Forte,7.8,729,1000,844,622
Ernest R. Dickerson,CCH Pounder,Jada Pinkett Smith,Gary Farmer,6.7,226,1000,851,580
Tim Hill,Noel Fisher,Amber Valletta,Larry Miller,5.3,25,833,626,611
Jason Reitman,Charlize Theron,Patton Oswalt,Collette Wolfe,6.3,655,9000,786,390
Mark Neveldine,Jason Statham,Edi Gathegi,Jose Pablo Cantillo,7.0,83,26000,725,501
Lionel C. Martin,Bernie Mac,Gilbert Gottfried,Lark Voorhies,5.3,3,1000,560,324
Richard LaGravenese,Holly Hunter,Eddie Cibrian,Jenette Goldstein,6.6,98,1000,849,604
Sanaa Hamri,Common,Laz Alonso,Mehcad Brooks,5.8,43,988,826,696
Jonathan Demme,Anne Hathaway,Rosemarie DeWitt,Bill Irwin,6.7,438,11000,536,471
Bob Rafelson,Anjelica Huston,Michael Lerner,John Colicos,6.6,30,1000,230,85
Peter Webber,Scarlett Johansson,Colin Firth,Tom Wilkinson,7.0,73,19000,14000,1000
Wolfgang Petersen,Jürgen Prochnow,Martin Semmelrogge,Herbert Grönemeyer,8.4,249,362,21,18
Wallace Wolodarsky,Heather Matarazzo,Barry Watson,Harland Williams,5.4,32,529,526,503
Richard Curtis,Tom Hughes,Tom Hollander,Lindsay Duncan,7.8,628,565,555,171
Yimou Zhang,Takeshi Kaneshiro,Andy Lau,Zhengyong Zhang,7.6,611,755,483,4
Nicholas Jarecki,Nate Parker,Curtiss Cook,Reg E. Cathey,6.6,27,664,591,360
Dean Israelite,Gary Weeks,Jonny Weston,Sofia Black-D'Elia,6.4,16,452,328,265
Darnell Martin,Cedric the Entertainer,Veronika Dash,Tammy Blanchard,7.0,67,436,223,192
Scott Alexander,Sarah Silverman,Dave Chappelle,Sherman Hemsley,5.7,25,931,744,654
Stuart Gordon,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.,5.9,216,1000,1000,968
Christopher Guest,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.,6.3,378,957,925,783
Woody Allen,Melanie Griffith,Aleksa Palladino,Greg Mottola,6.3,11000,537,255,99
Ryan Murphy,Jill Clayburgh,Joseph Cross,Dagmara Dominczyk,6.2,708,433,398,316
Robert Iscove,Anika Noni Rose,Kelly Clarkson,Brian Dietzen,2.1,7,525,281,251
Jane Campion,Jennifer Jason Leigh,Nick Damici,Susan Gardner,5.3,319,1000,65,48
James Gray,Isabella Rossellini,Vinessa Shaw,Samantha Ivers,7.1,115,812,580,103
Fred Schepisi,Bob Hoskins,Ray Winstone,JJ Feild,7.0,40,5000,1000,794
Joon-ho Bong,Doona Bae,Kang-ho Song,Ah-sung Ko,7.0,584,629,398,74
Roger Spottiswoode,Robert Duvall,Treat Williams,Paul Gleason,5.7,55,3000,642,212
Antonia Bird,Jeremy Davies,Jeffrey Jones,David Arquette,7.1,61,769,692,611
Jon Poll,Robert Downey Jr.,Megan Park,Hope Davis,7.0,20,21000,569,442
Paolo Sorrentino,Toni Servillo,Sabrina Ferilli,Serena Grandi,7.7,667,211,98,70
Ira Sachs,David Richmond-Peck,Erin Boyes,Timothy Webber,6.3,60,60,46,18
Carroll Ballard,Eamonn Walker,Hope Davis,Campbell Scott,7.3,19,706,442,393
Neil Jordan,Tony Curran,Stephen Rea,Alicja Bachleda,6.8,277,845,327,289
Anthony Russo,Michael Jeter,Isaiah Washington,Andy Davoli,6.4,94,693,534,146
Vadim Perelman,Eva Amurri Martino,Lynn Cohen,Brett Cullen,6.4,26,797,474,350
Lawrence Kasdan,Dianne Wiest,Mark Duplass,Sam Shepard,5.1,759,967,830,820
Marco Kreuzpaintner,Zack Ward,Kate del Castillo,Alicja Bachleda,7.5,7,662,345,289
Alan Rudolph,Bruce Willis,Albert Finney,Omar Epps,4.6,18,13000,883,865
Yimou Zhang,Honglei Sun,Ni Yan,Dahong Ni,5.7,611,9,4,3
Vincenzo Natali,David Hewlett,Jeremy Northam,Kari Matchett,6.8,165,686,327,280
Chuan Lu,Ye Liu,Yuanyuan Gao,Ryu Kohata,7.7,14,52,32,3
Takashi Yamazaki,Takuya Kimura,Meisa Kuroki,Hiroyuki Ikeuchi,6.1,7,84,33,16
Renny Harlin,Richard Coyle,Kenneth Cranham,Ana Imnadze,5.6,212,567,111,18
Christopher Smith,Rachael Carpani,Michael Dorman,Emma Lung,6.9,76,181,168,42
Randall Wallace,Jacob Vargas,Connor Corum,Rob Moran,5.8,130,399,116,79
David Winters,Gary Daniels,Matt Marr,Ginger Jensen,2.8,49,551,85,84
Mary Lambert,Miko Hughes,Fred Gwynne,Denise Crosby,6.6,52,969,886,426
Jamie Thraves,Paddy Considine,Caroline Dhavernas,Charlotte Sullivan,6.0,2,680,544,388
